>>> bench-local
# Thu, 22 Feb 2018 16:29:54 +0300
# neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
# Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
# cpu: Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
# cpu[0-7]: freq: intel_pstate/performance [1.60GHz - 3.90GHz]
# cpu[0-7]: idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
# cpu: WARNING: frequency not fixed - benchmark timings won't be stable
# cpu: WARNING: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
# sda: Samsung SSD 840   rev BB0Q 931.5G
# eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth0: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth0: coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
# eth0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth0: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# eth0: WARNING: RX coalesce latency is max 200μs - that will add to networked request-reply latency
# eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth1: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth1: coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
# eth1: down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth1: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# Python 2.7.14+
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
# neo             : v1.8-1552-g4bcbc04d
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkrio/pystone 1 175562 pystone/s	# POLL·0 C1·9 C1E·7 C3·7 C6·149
Benchmarkrio/pystone 1 185401 pystone/s	# POLL·0 C1·33 C1E·3 C3·6 C6·162
Benchmarkrio/pystone 1 176984 pystone/s	# POLL·0 C1·5 C1E·10 C3·2 C6·178
Benchmarkrio/pystone 1 179955 pystone/s	# POLL·0 C1·8 C1E·6 C3·3 C6·164
Benchmarkrio/pystone 1 182050 pystone/s	# POLL·0 C1·29 C1E·4 C3·4 C6·146
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2340.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.872s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2340.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.872s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2341.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.873s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2339.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.867s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2339.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.865s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2344.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.884s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2340.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.870s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2337.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.861s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2341.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.873s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2339.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.865s
# POLL·7 C1·721938 C1E·116149 C3·7092 C6·6439

Benchmarkrio/neo/py/sqlite/zhash.go 1 142.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=537.997804ms	# POLL·2 C1·3100 C1E·18926 C3·104 C6·364
Benchmarkrio/neo/py/sqlite/zhash.go 1 142.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=539.52409ms	# POLL·1 C1·3905 C1E·18985 C3·100 C6·299
Benchmarkrio/neo/py/sqlite/zhash.go 1 139.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=529.920805ms	# POLL·1 C1·3773 C1E·18915 C3·115 C6·448
Benchmarkrio/neo/py/sqlite/zhash.go 1 135.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=514.871944ms	# POLL·0 C1·3865 C1E·19000 C3·95 C6·275
Benchmarkrio/neo/py/sqlite/zhash.go 1 138.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=523.045033ms	# POLL·1 C1·3805 C1E·18977 C3·61 C6·373
Benchmarkrio/neo/py/sqlite/zhash.go+prefetch128 1 119.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=450.95635ms	# POLL·1 C1·2904 C1E·17407 C3·76 C6·825
Benchmarkrio/neo/py/sqlite/zhash.go+prefetch128 1 119.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=453.334049ms	# POLL·4 C1·2858 C1E·17337 C3·121 C6·926
Benchmarkrio/neo/py/sqlite/zhash.go+prefetch128 1 116.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=440.830988ms	# POLL·2 C1·3137 C1E·17256 C3·138 C6·815
Benchmarkrio/neo/py/sqlite/zhash.go+prefetch128 1 117.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=445.909695ms	# POLL·2 C1·2901 C1E·17405 C3·105 C6·734
Benchmarkrio/neo/py/sqlite/zhash.go+prefetch128 1 117.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=446.244102ms	# POLL·1 C1·2965 C1E·17614 C3·87 C6·647

# 16 clients in parallel
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1849.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.010769161s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1853.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.023673361s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1856.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.037238644s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1857.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.039313632s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1857.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.04056001s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1858.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.041744606s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1857.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.04020442s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1858.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.042497969s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1858.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.042173836s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1857.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.04084394s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1857.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.041370683s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1858.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.042640273s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1679.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.364368336s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1678.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.362661532s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1679.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.363264816s
Benchmarkrio/neo/py/sqlite/zhash.go-P16 1 1678.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.362836659s
# POLL·54 C1·1888 C1E·232150 C3·57008 C6·16738
2018-02-22 16:38:07.6750 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sqlite (logging disabled)
Benchmarkrio/neo/py(!log)/sqlite/zhash.py 1 258.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.981s	# POLL·3 C1·14523 C1E·16709 C3·964 C6·3214
Benchmarkrio/neo/py(!log)/sqlite/zhash.py 1 262.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.996s	# POLL·2 C1·5472 C1E·17854 C3·64 C6·4880
Benchmarkrio/neo/py(!log)/sqlite/zhash.py 1 261.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.992s	# POLL·5 C1·45040 C1E·5145 C3·229 C6·5913
Benchmarkrio/neo/py(!log)/sqlite/zhash.py 1 270.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.025s	# POLL·2 C1·30924 C1E·10583 C3·1391 C6·3927
Benchmarkrio/neo/py(!log)/sqlite/zhash.py 1 258.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.980s	# POLL·1 C1·40414 C1E·8581 C3·1280 C6·3094

# 16 clients in parallel
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2022.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.665s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2036.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.718s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2041.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.736s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2042.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.743s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2040.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.733s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2041.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.738s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2038.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.724s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2037.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.723s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2036.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.718s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2038.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.724s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2036.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.720s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2035.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.713s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2033.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.707s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2036.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.718s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2031.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.700s
Benchmarkrio/neo/py(!log)/sqlite/zhash.py-P16 1 2033.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.708s
# POLL·17 C1·727729 C1E·109435 C3·1952 C6·3894

Benchmarkrio/neo/py(!log)/sqlite/zhash.go 1 124.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=471.412201ms	# POLL·0 C1·3491 C1E·19027 C3·43 C6·234
Benchmarkrio/neo/py(!log)/sqlite/zhash.go 1 122.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=465.656767ms	# POLL·0 C1·3782 C1E·19031 C3·75 C6·256
Benchmarkrio/neo/py(!log)/sqlite/zhash.go 1 125.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=474.087339ms	# POLL·0 C1·3789 C1E·18996 C3·71 C6·273
Benchmarkrio/neo/py(!log)/sqlite/zhash.go 1 120.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=457.797427ms	# POLL·1 C1·3895 C1E·19079 C3·35 C6·229
Benchmarkrio/neo/py(!log)/sqlite/zhash.go 1 122.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=463.239411ms	# POLL·1 C1·3872 C1E·19066 C3·49 C6·240
Benchmarkrio/neo/py(!log)/sqlite/zhash.go+prefetch128 1 102.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=388.604545ms	# POLL·3 C1·4183 C1E·15534 C3·202 C6·1285
Benchmarkrio/neo/py(!log)/sqlite/zhash.go+prefetch128 1 102.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=388.511409ms	# POLL·1 C1·4086 C1E·15213 C3·226 C6·1606
Benchmarkrio/neo/py(!log)/sqlite/zhash.go+prefetch128 1 102.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=388.502587ms	# POLL·3 C1·3778 C1E·15490 C3·608 C6·997
Benchmarkrio/neo/py(!log)/sqlite/zhash.go+prefetch128 1 103.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=391.064039ms	# POLL·0 C1·3836 C1E·15620 C3·63 C6·1589
Benchmarkrio/neo/py(!log)/sqlite/zhash.go+prefetch128 1 104.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=394.433959ms	# POLL·2 C1·3816 C1E·15793 C3·65 C6·1467

# 16 clients in parallel
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1566.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.938350549s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1567.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.939621644s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1568.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.945695487s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.947126493s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.949613314s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.947478538s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.947525624s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.947947358s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.948006532s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.948769024s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1569.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.948971613s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1694.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.420759962s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1694.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.420821355s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1694.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.421494903s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1694.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.421114795s
Benchmarkrio/neo/py(!log)/sqlite/zhash.go-P16 1 1694.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=6.421440542s
# POLL·49 C1·1933 C1E·258089 C3·33850 C6·13705
2018-02-22 16:38:34.3197 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql
2018-02-22 16:38:34 140663530903552 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 7715 ...
Benchmarkrio/neo/py/sql/zhash.py 1 465.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.762s	# POLL·0 C1·17233 C1E·29937 C3·3455 C6·5504
Benchmarkrio/neo/py/sql/zhash.py 1 293.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.111s	# POLL·2 C1·65032 C1E·2654 C3·876 C6·12270
Benchmarkrio/neo/py/sql/zhash.py 1 301.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.142s	# POLL·3 C1·31742 C1E·16029 C3·3541 C6·5350
Benchmarkrio/neo/py/sql/zhash.py 1 307.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.167s	# POLL·3 C1·69819 C1E·8227 C3·1840 C6·1493
Benchmarkrio/neo/py/sql/zhash.py 1 288.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.093s	# POLL·1 C1·64813 C1E·6696 C3·3732 C6·5331

# 16 clients in parallel
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2734.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.363s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2851.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.808s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2859.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.838s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2857.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.829s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2856.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.827s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2857.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.831s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2858.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.832s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2851.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.806s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2852.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.810s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2857.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.831s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2851.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.808s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2852.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.809s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2858.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.832s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2859.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.839s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2858.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.834s
Benchmarkrio/neo/py/sql/zhash.py-P16 1 2859.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.839s
# POLL·10 C1·957328 C1E·217219 C3·17329 C6·5212

Benchmarkrio/neo/py/sql/zhash.go 1 157.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=597.70537ms	# POLL·2 C1·18735 C1E·22675 C3·1821 C6·1820
Benchmarkrio/neo/py/sql/zhash.go 1 164.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=623.702002ms	# POLL·0 C1·18171 C1E·24075 C3·1793 C6·649
Benchmarkrio/neo/py/sql/zhash.go 1 163.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=618.917678ms	# POLL·1 C1·17989 C1E·24555 C3·1592 C6·537
Benchmarkrio/neo/py/sql/zhash.go 1 164.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=623.065335ms	# POLL·1 C1·18464 C1E·23010 C3·1825 C6·1714
Benchmarkrio/neo/py/sql/zhash.go 1 168.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=638.874974ms	# POLL·1 C1·19063 C1E·20899 C3·1425 C6·4144
Benchmarkrio/neo/py/sql/zhash.go+prefetch128 1 148.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=560.81363ms	# POLL·2 C1·16061 C1E·24303 C3·1213 C6·1292
Benchmarkrio/neo/py/sql/zhash.go+prefetch128 1 144.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=548.390282ms	# POLL·1 C1·16031 C1E·24411 C3·1403 C6·976
Benchmarkrio/neo/py/sql/zhash.go+prefetch128 1 149.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=564.769382ms	# POLL·8 C1·15686 C1E·24790 C3·1254 C6·872
Benchmarkrio/neo/py/sql/zhash.go+prefetch128 1 146.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=555.834033ms	# POLL·7 C1·16441 C1E·25042 C3·950 C6·678
Benchmarkrio/neo/py/sql/zhash.go+prefetch128 1 147.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=559.125187ms	# POLL·2 C1·16171 C1E·24235 C3·567 C6·1679

# 16 clients in parallel
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2303.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.728495404s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2307.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.743888189s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2310.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.757537362s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2309.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.752216807s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2310.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.756229637s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2309.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.753336608s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2309.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.753944139s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2309.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.753846088s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2309.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.754065707s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2310.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.754930715s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2310.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.754943174s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2310.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.755380288s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2132.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.083128054s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2133.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.083913827s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2133.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.083952867s
Benchmarkrio/neo/py/sql/zhash.go-P16 1 2133.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.08440019s
# POLL·92 C1·233608 C1E·333700 C3·46455 C6·31937
2018-02-22 16:39:10.5850 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-02-22 16:39:12 140134873266176 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 8867 ...
Benchmarkrio/neo/py(!log)/sql/zhash.py 1 455.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.726s	# POLL·0 C1·35043 C1E·26741 C3·4665 C6·5871
Benchmarkrio/neo/py(!log)/sql/zhash.py 1 284.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.077s	# POLL·2 C1·32360 C1E·14865 C3·3774 C6·6210
Benchmarkrio/neo/py(!log)/sql/zhash.py 1 292.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.108s	# POLL·3 C1·42448 C1E·9821 C3·2661 C6·8697
Benchmarkrio/neo/py(!log)/sql/zhash.py 1 283.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.076s	# POLL·2 C1·63156 C1E·5793 C3·3377 C6·6632
Benchmarkrio/neo/py(!log)/sql/zhash.py 1 289.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.095s	# POLL·3 C1·48678 C1E·6968 C3·2084 C6·2252

# 16 clients in parallel
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2443.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.262s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2505.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.496s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2513.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.526s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2519.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.548s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2516.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.537s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2514.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.529s
