>>> bench-local
# Wed, 28 Feb 2018 11:14:55 +0200
# neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
# Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-23]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-23]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: ADATA SU800       rev 8BS  119,2G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz6001-COMP-2784/pystone 1 112206 pystone/s	# POLL·0 C1·96 C1E·1 C3·23 C6·396
Benchmarkz6001-COMP-2784/pystone 1 114783 pystone/s	# POLL·0 C1·89 C1E·0 C3·15 C6·461
Benchmarkz6001-COMP-2784/pystone 1 114558 pystone/s	# POLL·1 C1·87 C1E·7 C3·27 C6·490
Benchmarkz6001-COMP-2784/pystone 1 113271 pystone/s	# POLL·0 C1·80 C1E·0 C3·17 C6·389
Benchmarkz6001-COMP-2784/pystone 1 115634 pystone/s	# POLL·0 C1·74 C1E·3 C3·19 C6·468
Benchmarkz6001-COMP-2784/neo/py/sql/zhash.go+prefetch128 2127 333.0 µs/object	# crc32:14640593  nread=8540363  t=708.69998ms	# POLL·4 C1·1020 C1E·8677 C3·10028 C6·1600
Benchmarkz6001-COMP-2784/neo/py/sql/zhash.go+prefetch128 2127 300.2 µs/object	# crc32:14640593  nread=8540363  t=638.81902ms	# POLL·5 C1·4639 C1E·4924 C3·5070 C6·6372
Benchmarkz6001-COMP-2784/neo/py/sql/zhash.go+prefetch128 2127 297.5 µs/object	# crc32:14640593  nread=8540363  t=633.13852ms	# POLL·2 C1·5146 C1E·4327 C3·4530 C6·6937

# 1 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2543.0 req/s  393.238 latency-µs/object	# POLL·9 C1·11368 C1E·23332 C3·25844 C6·14301
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2456.7 req/s  407.055 latency-µs/object	# POLL·6 C1·10374 C1E·24326 C3·21665 C6·18520
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2580.5 req/s  387.527 latency-µs/object	# POLL·5 C1·9986 C1E·23200 C3·22667 C6·15919
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2564.8 req/s  389.893 latency-µs/object	# POLL·4 C1·10152 C1E·22881 C3·21698 C6·17711
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-1 5000	2565.8 req/s  389.745 latency-µs/object	# POLL·7 C1·8145 C1E·25753 C3·28245 C6·12321

# 2 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	2977.7 req/s  671.670 latency-µs/object	# POLL·2 C1·3122 C1E·27245 C3·17988 C6·18961
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3530.7 req/s  566.465 latency-µs/object	# POLL·2 C1·9036 C1E·22493 C3·23875 C6·11795
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3853.2 req/s  519.050 latency-µs/object	# POLL·4 C1·11259 C1E·18677 C3·22408 C6·16946
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3852.3 req/s  519.177 latency-µs/object	# POLL·4 C1·11670 C1E·19630 C3·21322 C6·14547
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-2 5000	3870.1 req/s  516.781 latency-µs/object	# POLL·4 C1·12502 C1E·16271 C3·25354 C6·11291

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3812.7 req/s  1049.134 latency-µs/object	# POLL·6 C1·13019 C1E·18123 C3·18804 C6·18549
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3074.0 req/s  1301.232 latency-µs/object	# POLL·6 C1·3584 C1E·24053 C3·26720 C6·10985
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3739.8 req/s  1069.588 latency-µs/object	# POLL·9 C1·9760 C1E·25106 C3·31463 C6·4562
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3815.1 req/s  1048.457 latency-µs/object	# POLL·6 C1·10942 C1E·22756 C3·22676 C6·12442
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-4 5000	3572.9 req/s  1119.539 latency-µs/object	# POLL·6 C1·12850 C1E·16841 C3·26902 C6·12593

# 8 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	3740.5 req/s  2138.778 latency-µs/object	# POLL·5 C1·11433 C1E·25371 C3·19622 C6·12422
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	3387.1 req/s  2361.886 latency-µs/object	# POLL·9 C1·8733 C1E·24425 C3·21926 C6·13285
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	3724.4 req/s  2148.010 latency-µs/object	# POLL·3 C1·10854 C1E·22819 C3·27478 C6·8377
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 3000	2956.4 req/s  2706.014 latency-µs/object	# POLL·3 C1·3586 C1E·21679 C3·15814 C6·11943
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-8 5000	2911.6 req/s  2747.639 latency-µs/object	# POLL·16 C1·1713 C1E·28605 C3·31324 C6·7121

# 16 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3774.0 req/s  4239.521 latency-µs/object	# POLL·6 C1·16381 C1E·30014 C3·21706 C6·4831
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3428.6 req/s  4666.665 latency-µs/object	# POLL·9 C1·7938 C1E·29088 C3·24098 C6·10762
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3702.1 req/s  4321.906 latency-µs/object	# POLL·9 C1·10701 C1E·21479 C3·22504 C6·13487
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3455.0 req/s  4630.957 latency-µs/object	# POLL·7 C1·7035 C1E·25899 C3·21053 C6·15824
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-16 5000	3586.4 req/s  4461.243 latency-µs/object	# POLL·3 C1·10950 C1E·21308 C3·24642 C6·12110

# 24 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3460.2 req/s  6936.020 latency-µs/object	# POLL·11 C1·10959 C1E·24112 C3·26443 C6·9863
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3114.5 req/s  7705.802 latency-µs/object	# POLL·16 C1·6037 C1E·27707 C3·23465 C6·12292
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3073.6 req/s  7808.538 latency-µs/object	# POLL·9 C1·3210 C1E·27643 C3·23488 C6·16454
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3777.2 req/s  6353.976 latency-µs/object	# POLL·9 C1·11179 C1E·19327 C3·29010 C6·9138
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-24 5000	3510.6 req/s  6836.352 latency-µs/object	# POLL·6 C1·9769 C1E·20946 C3·31904 C6·8241

# 36 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3041.6 req/s  11836.034 latency-µs/object	# POLL·12 C1·4254 C1E·36820 C3·23015 C6·12306
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3137.2 req/s  11475.155 latency-µs/object	# POLL·17 C1·1369 C1E·30336 C3·29631 C6·7883
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3381.9 req/s  10644.982 latency-µs/object	# POLL·12 C1·6420 C1E·30682 C3·23534 C6·11800
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3575.0 req/s  10069.962 latency-µs/object	# POLL·6 C1·9119 C1E·23523 C3·27201 C6·12110
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-36 5000	3486.0 req/s  10327.118 latency-µs/object	# POLL·20 C1·9975 C1E·23740 C3·28019 C6·9699

# 48 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3034.8 req/s  15816.285 latency-µs/object	# POLL·13 C1·1133 C1E·30062 C3·34855 C6·6086
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3319.8 req/s  14458.639 latency-µs/object	# POLL·21 C1·10424 C1E·24542 C3·30165 C6·4728
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3394.0 req/s  14142.655 latency-µs/object	# POLL·17 C1·9795 C1E·29996 C3·27586 C6·8499
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	3303.7 req/s  14529.004 latency-µs/object	# POLL·10 C1·7543 C1E·25256 C3·23328 C6·18639
Benchmarkz6001-COMP-2784/neo/py/sql/zwrk.go-48 5000	2818.4 req/s  17030.743 latency-µs/object	# POLL·15 C1·3794 C1E·23405 C3·32906 C6·9421
2018-02-28 11:32:42.8700 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/py sql (logging disabled)
2018-02-28 11:32:45 139883170286976 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 10541 ...
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 2127 1415.8 µs/object	# crc32:14640593  nread=8540363  t=3.013s	# POLL·0 C1·153 C1E·41 C3·15029 C6·5173
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 2127 956.8 µs/object	# crc32:14640593  nread=8540363  t=2.036s	# POLL·3 C1·155 C1E·1516 C3·13114 C6·4490
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 2127 910.3 µs/object	# crc32:14640593  nread=8540363  t=1.937s	# POLL·0 C1·186 C1E·1962 C3·15423 C6·1247
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 2127 1014.4 µs/object	# crc32:14640593  nread=8540363  t=2.159s	# POLL·2 C1·286 C1E·1184 C3·13501 C6·4636
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.py 2127 1019.6 µs/object	# crc32:14640593  nread=8540363  t=2.170s	# POLL·0 C1·129 C1E·623 C3·11993 C6·8523

Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 2127 440.3 µs/object	# crc32:14640593  nread=8540363  t=936.902161ms	# POLL·2 C1·278 C1E·10944 C3·10273 C6·1249
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 2127 383.6 µs/object	# crc32:14640593  nread=8540363  t=816.241678ms	# POLL·2 C1·1726 C1E·10366 C3·7708 C6·3065
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 2127 368.5 µs/object	# crc32:14640593  nread=8540363  t=784.122747ms	# POLL·3 C1·2336 C1E·8505 C3·6357 C6·5341
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 2127 373.9 µs/object	# crc32:14640593  nread=8540363  t=795.648498ms	# POLL·2 C1·2409 C1E·11202 C3·6431 C6·4016
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go 2127 398.5 µs/object	# crc32:14640593  nread=8540363  t=848.033459ms	# POLL·2 C1·2593 C1E·6711 C3·10907 C6·2069
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 2127 310.7 µs/object	# crc32:14640593  nread=8540363  t=661.222169ms	# POLL·5 C1·1441 C1E·8439 C3·9464 C6·1937
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 2127 255.1 µs/object	# crc32:14640593  nread=8540363  t=542.896568ms	# POLL·6 C1·4453 C1E·8781 C3·3794 C6·4376
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 2127 291.6 µs/object	# crc32:14640593  nread=8540363  t=620.455542ms	# POLL·6 C1·2065 C1E·7997 C3·8200 C6·2296
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 2127 297.6 µs/object	# crc32:14640593  nread=8540363  t=633.3045ms	# POLL·11 C1·2159 C1E·9433 C3·7255 C6·2795
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zhash.go+prefetch128 2127 292.6 µs/object	# crc32:14640593  nread=8540363  t=622.695646ms	# POLL·8 C1·2016 C1E·7743 C3·8724 C6·2336

# 1 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 5000	2311.3 req/s  432.648 latency-µs/object	# POLL·4 C1·147 C1E·35772 C3·28404 C6·9355
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 5000	2298.2 req/s  435.117 latency-µs/object	# POLL·7 C1·2839 C1E·32067 C3·21805 C6·17764
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 5000	2613.8 req/s  382.584 latency-µs/object	# POLL·8 C1·4437 C1E·28440 C3·29856 C6·7822
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 3000	2575.3 req/s  388.306 latency-µs/object	# POLL·5 C1·179 C1E·24234 C3·22411 C6·4244
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-1 3000	2490.9 req/s  401.466 latency-µs/object	# POLL·5 C1·4537 C1E·19954 C3·18030 C6·9698

# 2 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 5000	3992.0 req/s  501.006 latency-µs/object	# POLL·2 C1·14099 C1E·25449 C3·15527 C6·11224
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 5000	3668.9 req/s  545.116 latency-µs/object	# POLL·5 C1·7311 C1E·25053 C3·28920 C6·5443
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 5000	3369.0 req/s  593.655 latency-µs/object	# POLL·4 C1·2481 C1E·26042 C3·31214 C6·9111
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 10000	4100.9 req/s  487.701 latency-µs/object	# POLL·6 C1·21359 C1E·49016 C3·27005 C6·21001
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-2 10000	4105.1 req/s  487.199 latency-µs/object	# POLL·6 C1·19364 C1E·36567 C3·38760 C6·13651

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 5000	3471.3 req/s  1152.322 latency-µs/object	# POLL·6 C1·2175 C1E·29474 C3·28717 C6·4927
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 5000	3276.2 req/s  1220.918 latency-µs/object	# POLL·2 C1·3465 C1E·31484 C3·27556 C6·7156
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 5000	3432.9 req/s  1165.193 latency-µs/object	# POLL·11 C1·2050 C1E·36921 C3·27713 C6·4443
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 5000	3312.5 req/s  1207.556 latency-µs/object	# POLL·4 C1·3852 C1E·25093 C3·32990 C6·5575
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-4 5000	3431.3 req/s  1165.752 latency-µs/object	# POLL·3 C1·3171 C1E·30628 C3·28292 C6·6476

# 8 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3453.5 req/s  2316.512 latency-µs/object	# POLL·5 C1·3892 C1E·33809 C3·25427 C6·8391
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3463.2 req/s  2310.032 latency-µs/object	# POLL·6 C1·3254 C1E·27995 C3·31642 C6·6163
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3381.8 req/s  2365.598 latency-µs/object	# POLL·4 C1·2070 C1E·29867 C3·28749 C6·6804
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3559.7 req/s  2247.363 latency-µs/object	# POLL·11 C1·3446 C1E·28873 C3·30726 C6·3893
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-8 5000	3490.6 req/s  2291.889 latency-µs/object	# POLL·5 C1·7840 C1E·23595 C3·21212 C6·14672

# 16 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 5000	3937.0 req/s  4064.044 latency-µs/object	# POLL·5 C1·7854 C1E·22045 C3·29929 C6·8195
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 5000	3625.7 req/s  4412.956 latency-µs/object	# POLL·12 C1·4886 C1E·31140 C3·26227 C6·6391
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 10000	3299.6 req/s  4849.124 latency-µs/object	# POLL·8 C1·1072 C1E·45917 C3·42314 C6·24183
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 10000	3605.6 req/s  4437.578 latency-µs/object	# POLL·10 C1·9851 C1E·68623 C3·23996 C6·20823
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-16 5000	3876.2 req/s  4127.789 latency-µs/object	# POLL·7 C1·8741 C1E·33532 C3·13360 C6·17334

# 24 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	3812.6 req/s  6294.970 latency-µs/object	# POLL·11 C1·6896 C1E·37187 C3·21422 C6·10126
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	3687.9 req/s  6507.681 latency-µs/object	# POLL·24 C1·5419 C1E·33904 C3·25861 C6·7618
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	3820.0 req/s  6282.646 latency-µs/object	# POLL·17 C1·9135 C1E·25204 C3·31140 C6·4585
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	3307.2 req/s  7256.907 latency-µs/object	# POLL·8 C1·2272 C1E·25919 C3·29512 C6·8078
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-24 5000	4108.9 req/s  5841.036 latency-µs/object	# POLL·17 C1·9777 C1E·22778 C3·22791 C6·13370

# 36 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 5000	4199.4 req/s  8572.567 latency-µs/object	# POLL·16 C1·13355 C1E·22094 C3·28713 C6·6655
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 10000	3438.9 req/s  10468.374 latency-µs/object	# POLL·12 C1·5462 C1E·51745 C3·50513 C6·7771
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 5000	3914.5 req/s  9196.653 latency-µs/object	# POLL·12 C1·14442 C1E·24982 C3·25162 C6·3560
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 10000	3842.5 req/s  9369.019 latency-µs/object	# POLL·12 C1·14828 C1E·49217 C3·40167 C6·14299
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-36 5000	4022.0 req/s  8950.861 latency-µs/object	# POLL·12 C1·9182 C1E·30507 C3·24684 C6·9291

# 48 clients in parallel
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	3711.7 req/s  12932.002 latency-µs/object	# POLL·11 C1·8503 C1E·33986 C3·22947 C6·10010
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	3617.1 req/s  13270.441 latency-µs/object	# POLL·11 C1·7532 C1E·25145 C3·26688 C6·9789
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 10000	3565.1 req/s  13463.952 latency-µs/object	# POLL·15 C1·9481 C1E·55396 C3·45238 C6·9145
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 10000	3870.5 req/s  12401.493 latency-µs/object	# POLL·21 C1·22426 C1E·57822 C3·55926 C6·9857
Benchmarkz6001-COMP-2784/neo/py(!log)/sql/zwrk.go-48 5000	3443.4 req/s  13939.697 latency-µs/object	# POLL·8 C1·2838 C1E·28480 C3·30117 C6·6716
2018-02-28 11:35:30.2298 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
Connection to None lost
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 2127 521.5 µs/object	# crc32:14640593  nread=8540363  t=1.110s
# POLL·2 C1·309 C1E·6987 C3·7421 C6·4888
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 2127 501.5 µs/object	# crc32:14640593  nread=8540363  t=1.067s	# POLL·1 C1·122 C1E·2760 C3·12363 C6·1627
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 2127 472.7 µs/object	# crc32:14640593  nread=8540363  t=1.006s	# POLL·3 C1·1531 C1E·2762 C3·8402 C6·4533
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 2127 529.9 µs/object	# crc32:14640593  nread=8540363  t=1.128s	# POLL·4 C1·147 C1E·4069 C3·8970 C6·4239
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.py 2127 543.7 µs/object	# crc32:14640593  nread=8540363  t=1.157s	# POLL·1 C1·1205 C1E·2862 C3·10517 C6·2951

Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 2127 98.4 µs/object	# crc32:14640593  nread=8540363  t=209.451411ms	# POLL·9 C1·1638 C1E·16645 C3·322 C6·1178
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 2127 105.7 µs/object	# crc32:14640593  nread=8540363  t=224.940613ms	# POLL·5 C1·1622 C1E·17344 C3·215 C6·1113
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 2127 105.8 µs/object	# crc32:14640593  nread=8540363  t=225.189646ms	# POLL·6 C1·1464 C1E·17109 C3·942 C6·425
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 2127 103.9 µs/object	# crc32:14640593  nread=8540363  t=221.080723ms	# POLL·7 C1·1884 C1E·17407 C3·698 C6·514
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go 2127 103.7 µs/object	# crc32:14640593  nread=8540363  t=220.580793ms	# POLL·7 C1·1556 C1E·17345 C3·192 C6·1215
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 2127 37.7 µs/object	# crc32:14640593  nread=8540363  t=80.313284ms	# POLL·30 C1·4191 C1E·4967 C3·462 C6·605
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 2127 36.7 µs/object	# crc32:14640593  nread=8540363  t=78.007143ms	# POLL·35 C1·4083 C1E·4977 C3·423 C6·569
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 2127 37.2 µs/object	# crc32:14640593  nread=8540363  t=79.126694ms	# POLL·38 C1·4282 C1E·4926 C3·418 C6·588
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 2127 37.9 µs/object	# crc32:14640593  nread=8540363  t=80.664493ms	# POLL·23 C1·4174 C1E·5287 C3·489 C6·587
Benchmarkz6001-COMP-2784/neo/go/fs1/zhash.go+prefetch128 2127 35.7 µs/object	# crc32:14640593  nread=8540363  t=75.944465ms	# POLL·24 C1·4126 C1E·4185 C3·478 C6·644

# 1 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	10607.0 req/s  94.277 latency-µs/object	# POLL·32 C1·25285 C1E·243226 C3·6030 C6·9422
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	10387.7 req/s  96.268 latency-µs/object	# POLL·24 C1·29885 C1E·231879 C3·4740 C6·11744
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	10727.9 req/s  93.215 latency-µs/object	# POLL·24 C1·29901 C1E·235957 C3·11221 C6·6386
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	10996.6 req/s  90.937 latency-µs/object	# POLL·20 C1·30495 C1E·227455 C3·2581 C6·15933
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-1 20000	10513.1 req/s  95.119 latency-µs/object	# POLL·39 C1·29430 C1E·233904 C3·6715 C6·10032

# 2 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 30000	22453.3 req/s  89.074 latency-µs/object	# POLL·54 C1·21479 C1E·127810 C3·3613 C6·4649
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 30000	22263.0 req/s  89.835 latency-µs/object	# POLL·31 C1·21174 C1E·127924 C3·3170 C6·5690
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 30000	22434.9 req/s  89.147 latency-µs/object	# POLL·43 C1·23781 C1E·123059 C3·3905 C6·3799
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 30000	22421.0 req/s  89.202 latency-µs/object	# POLL·41 C1·22537 C1E·129815 C3·3484 C6·4854
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-2 30000	22828.2 req/s  87.611 latency-µs/object	# POLL·46 C1·21326 C1E·124243 C3·4325 C6·3832

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	43238.9 req/s  92.509 latency-µs/object	# POLL·214 C1·21558 C1E·259848 C3·3316 C6·4638
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	43246.9 req/s  92.492 latency-µs/object	# POLL·233 C1·22277 C1E·260571 C3·4074 C6·4065
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	43439.4 req/s  92.082 latency-µs/object	# POLL·285 C1·22303 C1E·258347 C3·3923 C6·4574
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	43309.2 req/s  92.359 latency-µs/object	# POLL·225 C1·20709 C1E·261889 C3·3339 C6·4701
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-4 100000	43176.9 req/s  92.642 latency-µs/object	# POLL·257 C1·21808 C1E·262067 C3·3790 C6·4526

# 8 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-8 100000	78167.9 req/s  102.344 latency-µs/object	# POLL·6548 C1·75228 C1E·227447 C3·997 C6·1576
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-8 100000	78372.5 req/s  102.077 latency-µs/object	# POLL·6882 C1·77412 C1E·225914 C3·1084 C6·1842
Benchmarkz6001-COMP-2784/neo/go/fs1/zwrk.go-8 100000	78326.1 req/s  102.137 latency-µs/object	# POLL·6801 C1·78747 C1E·226052 C3·1163 C6·1314
