>>> bench-local
# Wed, 28 Feb 2018 14:05:12 +0200
# neotest@z600.ivan.nexedi.com (2401:5180:0:10::1 192.168.0.5 (+ 1·ipv4))
# Linux z600-COMP-2717 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-11]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-11]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: INTEL SSDSC2CT18  rev 335t 167.7G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz600-COMP-2717/pystone 1 114934 pystone/s	# POLL·0 C1·26 C1E·1 C3·26 C6·211
Benchmarkz600-COMP-2717/pystone 1 114526 pystone/s	# POLL·0 C1·36 C1E·1 C3·20 C6·206
Benchmarkz600-COMP-2717/pystone 1 114001 pystone/s	# POLL·0 C1·38 C1E·1 C3·32 C6·305
Benchmarkz600-COMP-2717/pystone 1 113904 pystone/s	# POLL·0 C1·36 C1E·2 C3·6 C6·219
Benchmarkz600-COMP-2717/pystone 1 114154 pystone/s	# POLL·0 C1·41 C1E·0 C3·21 C6·208
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 2127 301.6 µs/object	# crc32:14640593  nread=8540363  t=641.813806ms	# POLL·9 C1·1693 C1E·7562 C3·8947 C6·1207
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 2127 284.5 µs/object	# crc32:14640593  nread=8540363  t=605.39218ms	# POLL·6 C1·1943 C1E·7980 C3·8022 C6·1554
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 2127 310.5 µs/object	# crc32:14640593  nread=8540363  t=660.653757ms	# POLL·3 C1·1893 C1E·7911 C3·7734 C6·2282
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 2127 276.8 µs/object	# crc32:14640593  nread=8540363  t=588.968983ms	# POLL·5 C1·2474 C1E·7702 C3·8420 C6·804
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zhash.go+prefetch128 2127 277.4 µs/object	# crc32:14640593  nread=8540363  t=590.308633ms	# POLL·11 C1·2264 C1E·8001 C3·7805 C6·1280

# 1 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 3000	2374.2 req/s  421.202 latency-µs/object	# POLL·7 C1·366 C1E·24720 C3·22670 C6·4335
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 5000	2411.0 req/s  414.764 latency-µs/object	# POLL·5 C1·2701 C1E·36761 C3·29124 C6·6428
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 5000	2488.2 req/s  401.897 latency-µs/object	# POLL·11 C1·3984 C1E·34008 C3·29501 C6·4783
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 3000	2316.7 req/s  431.642 latency-µs/object	# POLL·5 C1·4099 C1E·31063 C3·16671 C6·2233
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-1 3000	2605.8 req/s  383.759 latency-µs/object	# POLL·6 C1·2895 C1E·24549 C3·22242 C6·3178

# 2 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3502.2 req/s  571.076 latency-µs/object	# POLL·11 C1·6099 C1E·29810 C3·27484 C6·2566
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3172.5 req/s  630.410 latency-µs/object	# POLL·5 C1·1336 C1E·27446 C3·32239 C6·5386
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3024.7 req/s  661.232 latency-µs/object	# POLL·6 C1·974 C1E·28842 C3·30107 C6·6658
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3227.4 req/s  619.693 latency-µs/object	# POLL·1 C1·2044 C1E·29499 C3·33811 C6·2869
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-2 5000	3196.4 req/s  625.706 latency-µs/object	# POLL·10 C1·1449 C1E·32003 C3·29644 C6·3760

# 4 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3175.6 req/s  1259.613 latency-µs/object	# POLL·7 C1·1210 C1E·32026 C3·31575 C6·2731
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3541.3 req/s  1129.530 latency-µs/object	# POLL·9 C1·3244 C1E·30189 C3·32370 C6·1345
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3154.8 req/s  1267.905 latency-µs/object	# POLL·7 C1·2937 C1E·31318 C3·25065 C6·8150
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3539.4 req/s  1130.121 latency-µs/object	# POLL·4 C1·4150 C1E·31772 C3·28606 C6·3261
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-4 5000	3510.1 req/s  1139.581 latency-µs/object	# POLL·6 C1·2075 C1E·33254 C3·31066 C6·1999

# 8 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3443.4 req/s  2323.316 latency-µs/object	# POLL·7 C1·1365 C1E·33968 C3·30770 C6·2440
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3086.3 req/s  2592.064 latency-µs/object	# POLL·5 C1·1837 C1E·26440 C3·31085 C6·5934
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3514.5 req/s  2276.302 latency-µs/object	# POLL·12 C1·1512 C1E·31384 C3·30362 C6·3771
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3432.7 req/s  2330.500 latency-µs/object	# POLL·7 C1·3606 C1E·30581 C3·29021 C6·3526
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-8 5000	3092.7 req/s  2586.707 latency-µs/object	# POLL·11 C1·2322 C1E·30951 C3·27199 C6·7001

# 16 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3290.5 req/s  4862.466 latency-µs/object	# POLL·15 C1·2343 C1E·26760 C3·29756 C6·7312
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3567.9 req/s  4484.485 latency-µs/object	# POLL·11 C1·2885 C1E·31034 C3·31056 C6·2506
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3484.0 req/s  4592.432 latency-µs/object	# POLL·9 C1·4706 C1E·28905 C3·29351 C6·2865
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3544.0 req/s  4514.729 latency-µs/object	# POLL·12 C1·5042 C1E·30773 C3·28156 C6·2910
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-16 5000	3295.5 req/s  4855.049 latency-µs/object	# POLL·10 C1·2961 C1E·32322 C3·28754 C6·4295

# 24 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3599.7 req/s  6667.283 latency-µs/object	# POLL·5 C1·9201 C1E·30193 C3·24707 C6·2949
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3551.4 req/s  6757.858 latency-µs/object	# POLL·5 C1·2640 C1E·29625 C3·31683 C6·2100
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 10000	3371.4 req/s  7118.630 latency-µs/object	# POLL·13 C1·4635 C1E·46375 C3·51308 C6·4818
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3501.7 req/s  6853.724 latency-µs/object	# POLL·13 C1·3390 C1E·29881 C3·29927 C6·2539
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-24 5000	3202.1 req/s  7495.110 latency-µs/object	# POLL·9 C1·1407 C1E·30335 C3·32389 C6·2818

# 36 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3391.8 req/s  10613.727 latency-µs/object	# POLL·8 C1·2896 C1E·31369 C3·28940 C6·3504
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3325.7 req/s  10824.634 latency-µs/object	# POLL·8 C1·1838 C1E·30765 C3·29546 C6·6711
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3062.0 req/s  11757.207 latency-µs/object	# POLL·19 C1·1449 C1E·30136 C3·28778 C6·7262
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3317.8 req/s  10850.409 latency-µs/object	# POLL·8 C1·1497 C1E·28955 C3·31695 C6·3522
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-36 5000	3384.9 req/s  10635.431 latency-µs/object	# POLL·10 C1·2075 C1E·29797 C3·32572 C6·4480

# 48 clients in parallel
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3525.9 req/s  13613.379 latency-µs/object	# POLL·11 C1·8959 C1E·30641 C3·26136 C6·3211
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3350.6 req/s  14325.739 latency-µs/object	# POLL·4 C1·2397 C1E·30818 C3·30637 C6·3532
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3212.5 req/s  14941.700 latency-µs/object	# POLL·17 C1·1212 C1E·25147 C3·28573 C6·11343
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3157.0 req/s  15204.312 latency-µs/object	# POLL·10 C1·1753 C1E·31037 C3·28163 C6·6991
Benchmarkz600-COMP-2717/neo/py(!log)/sql/zwrk.go-48 5000	3668.7 req/s  13083.526 latency-µs/object	# POLL·17 C1·6771 C1E·31119 C3·28066 C6·2774
2018-02-28 14:25:39.2355 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
Connection to None lost
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 2127 590.2 µs/object	# crc32:14640593  nread=8540363  t=1.256s
# POLL·1 C1·466 C1E·2917 C3·10097 C6·4564
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 2127 477.1 µs/object	# crc32:14640593  nread=8540363  t=1.015s	# POLL·2 C1·774 C1E·4225 C3·9635 C6·2951
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 2127 565.3 µs/object	# crc32:14640593  nread=8540363  t=1.203s	# POLL·1 C1·180 C1E·3049 C3·9466 C6·4621
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 2127 575.2 µs/object	# crc32:14640593  nread=8540363  t=1.224s	# POLL·2 C1·256 C1E·3105 C3·8948 C6·5129
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.py 2127 563.8 µs/object	# crc32:14640593  nread=8540363  t=1.200s	# POLL·1 C1·67 C1E·2491 C3·12987 C6·1275

Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 2127 102.5 µs/object	# crc32:14640593  nread=8540363  t=218.195268ms	# POLL·7 C1·1853 C1E·17133 C3·412 C6·735
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 2127 96.2 µs/object	# crc32:14640593  nread=8540363  t=204.803503ms	# POLL·8 C1·2388 C1E·16368 C3·585 C6·524
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 2127 92.1 µs/object	# crc32:14640593  nread=8540363  t=195.939665ms	# POLL·9 C1·2667 C1E·15913 C3·1249 C6·236
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 2127 105.9 µs/object	# crc32:14640593  nread=8540363  t=225.329175ms	# POLL·4 C1·1968 C1E·17269 C3·619 C6·757
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go 2127 101.7 µs/object	# crc32:14640593  nread=8540363  t=216.429295ms	# POLL·10 C1·1317 C1E·16941 C3·871 C6·691
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 2127 35.4 µs/object	# crc32:14640593  nread=8540363  t=75.390444ms	# POLL·88 C1·4677 C1E·3701 C3·398 C6·136
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 2127 32.6 µs/object	# crc32:14640593  nread=8540363  t=69.299063ms	# POLL·69 C1·4307 C1E·3638 C3·365 C6·158
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 2127 30.4 µs/object	# crc32:14640593  nread=8540363  t=64.705129ms	# POLL·121 C1·5099 C1E·3511 C3·289 C6·125
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 2127 31.8 µs/object	# crc32:14640593  nread=8540363  t=67.699466ms	# POLL·102 C1·4581 C1E·3511 C3·274 C6·138
Benchmarkz600-COMP-2717/neo/go/fs1/zhash.go+prefetch128 2127 33.6 µs/object	# crc32:14640593  nread=8540363  t=71.606258ms	# POLL·107 C1·4329 C1E·3242 C3·333 C6·181

# 1 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	10724.6 req/s  93.243 latency-µs/object	# POLL·25 C1·22488 C1E·246384 C3·13154 C6·4431
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 10000	9960.4 req/s  100.397 latency-µs/object	# POLL·28 C1·8569 C1E·97492 C3·5562 C6·1972
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	11067.7 req/s  90.353 latency-µs/object	# POLL·63 C1·31273 C1E·238410 C3·10963 C6·5687
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	11094.6 req/s  90.134 latency-µs/object	# POLL·32 C1·29713 C1E·240123 C3·13245 C6·3178
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-1 20000	10347.4 req/s  96.643 latency-µs/object	# POLL·46 C1·25309 C1E·248110 C3·10470 C6·7032

# 2 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 30000	21923.7 req/s  91.225 latency-µs/object	# POLL·163 C1·26336 C1E·148169 C3·7667 C6·3057
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 30000	21924.2 req/s  91.223 latency-µs/object	# POLL·131 C1·26651 C1E·147565 C3·7966 C6·2202
E0228 14:26:12.241719   11359 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:59014: 192.168.0.5:5554 - 192.168.0.5:59014: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 30000	21983.0 req/s  90.980 latency-µs/object	# POLL·152 C1·25689 C1E·142366 C3·7145 C6·3324
E0228 14:26:14.276988   11359 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:59034: 192.168.0.5:5554 - 192.168.0.5:59034: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 30000	22384.1 req/s  89.349 latency-µs/object	# POLL·160 C1·27500 C1E·138469 C3·7997 C6·1969
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-2 30000	22252.4 req/s  89.878 latency-µs/object	# POLL·203 C1·25785 C1E·144481 C3·7121 C6·2975

# 4 clients in parallel
E0228 14:26:19.043463   11359 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:59066: 192.168.0.5:5554 - 192.168.0.5:59066: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	46452.9 req/s  86.109 latency-µs/object	# POLL·1228 C1·45252 C1E·231184 C3·5618 C6·1193
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	46248.3 req/s  86.490 latency-µs/object	# POLL·1191 C1·44861 C1E·232883 C3·4162 C6·1528
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	46412.0 req/s  86.185 latency-µs/object	# POLL·1261 C1·46281 C1E·229702 C3·5327 C6·1072
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	46325.6 req/s  86.345 latency-µs/object	# POLL·1281 C1·46343 C1E·231950 C3·5480 C6·1117
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-4 100000	46332.1 req/s  86.333 latency-µs/object	# POLL·1166 C1·45580 C1E·230074 C3·4765 C6·1434

# 8 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	81518.4 req/s  98.137 latency-µs/object	# POLL·4188 C1·66925 C1E·63895 C3·2920 C6·234
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 200000	81460.7 req/s  98.207 latency-µs/object	# POLL·8083 C1·126583 C1E·106327 C3·1011 C6·884
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	81751.3 req/s  97.858 latency-µs/object	# POLL·4212 C1·69627 C1E·60770 C3·991 C6·356
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	81719.9 req/s  97.895 latency-µs/object	# POLL·4281 C1·67415 C1E·63788 C3·2554 C6·333
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-8 100000	81204.4 req/s  98.517 latency-µs/object	# POLL·4203 C1·67181 C1E·64306 C3·883 C6·528

# 16 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 200000	98435.6 req/s  162.543 latency-µs/object	# POLL·4969 C1·62391 C1E·50556 C3·1200 C6·790
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 200000	100333.2 req/s  159.469 latency-µs/object	# POLL·4753 C1·59117 C1E·49198 C3·1528 C6·1116
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 200000	100736.6 req/s  158.830 latency-µs/object	# POLL·4894 C1·58940 C1E·48616 C3·1490 C6·823
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 200000	99898.8 req/s  160.162 latency-µs/object	# POLL·5037 C1·61263 C1E·46925 C3·1164 C6·1268
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-16 200000	100233.8 req/s  159.627 latency-µs/object	# POLL·5009 C1·60374 C1E·48070 C3·1970 C6·637

# 24 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 200000	95376.9 req/s  251.633 latency-µs/object	# POLL·3985 C1·44336 C1E·42466 C3·2842 C6·966
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 200000	97065.1 req/s  247.257 latency-µs/object	# POLL·4190 C1·46130 C1E·42641 C3·2779 C6·1345
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 200000	98341.1 req/s  244.049 latency-µs/object	# POLL·4087 C1·44975 C1E·40615 C3·1566 C6·904
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 200000	99406.9 req/s  241.432 latency-µs/object	# POLL·4203 C1·44417 C1E·40547 C3·3341 C6·1545
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-24 200000	99107.0 req/s  242.162 latency-µs/object	# POLL·4142 C1·45824 C1E·40586 C3·1484 C6·706

# 36 clients in parallel
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 200000	87338.3 req/s  412.190 latency-µs/object	# POLL·3685 C1·40172 C1E·44969 C3·4078 C6·1416
E0228 14:27:29.009835   11359 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:60480: 192.168.0.5:5554 - 192.168.0.5:60480: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 200000	89554.7 req/s  401.989 latency-µs/object	# POLL·3633 C1·39721 C1E·41172 C3·4111 C6·1445
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 200000	90729.9 req/s  396.782 latency-µs/object	# POLL·3692 C1·39740 C1E·41075 C3·2786 C6·2165
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 200000	92358.6 req/s  389.785 latency-µs/object	# POLL·3542 C1·38744 C1E·40536 C3·3355 C6·1522
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-36 200000	93412.2 req/s  385.389 latency-µs/object	# POLL·3662 C1·41894 C1E·40697 C3·2861 C6·1204

# 48 clients in parallel
E0228 14:27:51.319644   11359 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:32804: 192.168.0.5:5554 - 192.168.0.5:32804: accept: node link is not listening for incoming connections
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 200000	98344.9 req/s  488.078 latency-µs/object	# POLL·3305 C1·36457 C1E·36965 C3·4004 C6·1598
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 200000	98764.2 req/s  486.006 latency-µs/object	# POLL·3136 C1·35610 C1E·40268 C3·3568 C6·2100
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 200000	97362.6 req/s  493.002 latency-µs/object	# POLL·3072 C1·32081 C1E·37343 C3·3124 C6·2210
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 200000	99467.0 req/s  482.572 latency-µs/object	# POLL·3274 C1·34024 C1E·38349 C3·3469 C6·1531
Benchmarkz600-COMP-2717/neo/go/fs1/zwrk.go-48 200000	100031.6 req/s  479.848 latency-µs/object	# POLL·3124 C1·34150 C1E·38127 C3·3384 C6·1700
E0228 14:28:13.969497   11359 storage.go:125] storage(192.168.0.5:5554): accept: mux: listener closed
2018/02/28 14:28:13 accept tcp 192.168.0.5:5554: use of closed network connection
2018-02-28 14:28:13.9650 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1 (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 2127 74.8 µs/object	# crc32:14640593  nread=8540363  t=159.131203ms
# POLL·6 C1·2848 C1E·13403 C3·717 C6·667
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 2127 76.4 µs/object	# crc32:14640593  nread=8540363  t=162.543902ms
# POLL·10 C1·2636 C1E·13839 C3·815 C6·302
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 2127 76.4 µs/object	# crc32:14640593  nread=8540363  t=162.496986ms
# POLL·21 C1·2687 C1E·13219 C3·978 C6·411
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 2127 82.1 µs/object	# crc32:14640593  nread=8540363  t=174.783058ms
# POLL·8 C1·1272 C1E·15439 C3·905 C6·294
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go 2127 84.0 µs/object	# crc32:14640593  nread=8540363  t=178.826179ms
# POLL·14 C1·1957 C1E·14435 C3·783 C6·647
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 2127 23.2 µs/object	# crc32:14640593  nread=8540363  t=49.327942ms
# POLL·142 C1·5891 C1E·1736 C3·353 C6·117
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 2127 24.4 µs/object	# crc32:14640593  nread=8540363  t=51.9817ms
# POLL·105 C1·6209 C1E·1719 C3·299 C6·138
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 2127 23.8 µs/object	# crc32:14640593  nread=8540363  t=50.726322ms
# POLL·100 C1·6026 C1E·1648 C3·389 C6·98
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 2127 24.9 µs/object	# crc32:14640593  nread=8540363  t=52.983687ms
# POLL·89 C1·5695 C1E·1638 C3·419 C6·111
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zhash.go+prefetch128 2127 22.7 µs/object	# crc32:14640593  nread=8540363  t=48.348697ms
# POLL·171 C1·5693 C1E·1557 C3·270 C6·83

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	12855.1 req/s  77.790 latency-µs/object
# POLL·75 C1·37711 C1E·205576 C3·9919 C6·3517
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	13536.6 req/s  73.874 latency-µs/object
# POLL·65 C1·39861 C1E·199557 C3·9112 C6·5138
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	13816.4 req/s  72.378 latency-µs/object
# POLL·289 C1·39368 C1E·203505 C3·8401 C6·4051
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	12932.6 req/s  77.324 latency-µs/object
# POLL·35 C1·20486 C1E·224778 C3·8480 C6·2127
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-1 20000	13599.9 req/s  73.530 latency-µs/object
# POLL·77 C1·45591 C1E·197985 C3·8178 C6·6974

# 2 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	31444.7 req/s  63.604 latency-µs/object
# POLL·351 C1·90131 C1E·113718 C3·12593 C6·3192
E0228 14:28:33.495144   14722 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:33802: 192.168.0.5:5554 - 192.168.0.5:33802: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	31231.4 req/s  64.038 latency-µs/object
# POLL·369 C1·87234 C1E·115308 C3·11703 C6·5097
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	31398.2 req/s  63.698 latency-µs/object
# POLL·346 C1·88377 C1E·116862 C3·11925 C6·4238
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/fs1(!sha1)/zwrk.go-2 50000	31591.4 req/s  63.308 latency-µs/object
